PG.ProteinAccessions,PG.Genes,PG.ProteinNames,[1] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-1.htrms.PG.Quantity,[2] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-2.htrms.PG.Quantity,[3] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-3.htrms.PG.Quantity,[4] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-4.htrms.PG.Quantity,[5] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-5.htrms.PG.Quantity,[6] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-6.htrms.PG.Quantity,[7] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-7.htrms.PG.Quantity,[8] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-8.htrms.PG.Quantity,[9] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-9.htrms.PG.Quantity,[10] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-10.htrms.PG.Quantity,[11] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-11.htrms.PG.Quantity,[12] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-12.htrms.PG.Quantity,[13] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-13.htrms.PG.Quantity,[14] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-14.htrms.PG.Quantity,[15] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-15.htrms.PG.Quantity,[16] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-16.htrms.PG.Quantity,[17] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-17.htrms.PG.Quantity,[18] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-18.htrms.PG.Quantity,[19] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-19.htrms.PG.Quantity,[20] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-19b.htrms.PG.Quantity,[21] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-20.htrms.PG.Quantity,[22] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-21.htrms.PG.Quantity,[23] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-22.htrms.PG.Quantity,[24] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-23.htrms.PG.Quantity,[25] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-24.htrms.PG.Quantity,[26] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-25.htrms.PG.Quantity,[27] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-26.htrms.PG.Quantity,[28] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-27.htrms.PG.Quantity,[29] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-28.htrms.PG.Quantity,[30] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-29.htrms.PG.Quantity,[31] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-29b.htrms.PG.Quantity,[32] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-30.htrms.PG.Quantity,[33] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-31.htrms.PG.Quantity,[34] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-32.htrms.PG.Quantity,[35] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-33.htrms.PG.Quantity,[36] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-34.htrms.PG.Quantity,[37] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-35.htrms.PG.Quantity,[38] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-36.htrms.PG.Quantity,[39] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-37.htrms.PG.Quantity,[40] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-38.htrms.PG.Quantity,[41] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-39.htrms.PG.Quantity,[42] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-40.htrms.PG.Quantity
Q13790,APOF,APOF_HUMAN,185010.421875,68075.2578125,49265.37109375,61218.0,73621.84375,53716.9921875,135701.234375,34585.8125,113041.1796875,81927.8515625,180063.46875,194461.671875,294096.5625,264652.3125,255196.359375,171701.5,100572.8984375,104080.4921875,104175.171875,78900.6875,33868.578125,340645.5625,275968.875,418975.96875,155961.234375,140404.96875,360805.3125,47291.06640625,123151.0390625,14912.376953125,,33835.3125,79958.5234375,371201.4375,83266.859375,111247.8046875,64390.7421875,105957.765625,32020.005859375,97440.765625,52759.68359375,61050.5703125
Q13822,ENPP2,ENPP2_HUMAN,100353.953125,140016.796875,87894.671875,714035.125,128154.8828125,379608.125,102960.84375,85909.9921875,88014.9609375,42782.67578125,63335.65234375,73400.515625,64002.76953125,66626.34375,87101.21875,86977.171875,62549.3359375,97066.203125,44657.3984375,55819.51953125,49953.81640625,96152.4921875,67302.1875,94194.1796875,54125.9921875,50608.98046875,67739.0625,67138.078125,74433.46875,41072.16796875,70778.328125,89349.21875,65289.36328125,72639.546875,66758.921875,72893.9375,40601.8359375,79521.2578125,52532.22265625,92624.2734375,84539.03125,96949.7421875
Q13835,PKP1,PKP1_HUMAN,21102.3828125,,279066.8125,,,506706.90625,,150741.921875,32604.37109375,906977.6875,,65965.9921875,147582.03125,107399.6484375,,244843.75,220469.53125,149869.375,97791.4609375,96598.34375,310706.8125,175503.40625,398683.28125,14893.671875,451609.71875,25935.5546875,236641.546875,308738.59375,,77908.28125,83376.3203125,317173.90625,75903.09375,,,,150353.625,,23035.771484375,,11341.33203125,259704.03125
Q13867,BLMH,BLMH_HUMAN,,422553.78125,610639.375,246139.84375,117739.6875,1013160.4375,100944.1640625,296016.71875,165228.59375,1100345.125,54162.94921875,190386.1875,203373.109375,236024.984375,95384.8203125,291342.59375,337478.90625,271318.75,238128.671875,192665.984375,407964.5625,290907.9375,434020.65625,147304.203125,594140.875,106940.1171875,252157.9375,293993.875,63319.1953125,170869.140625,144394.53125,523980.6875,241180.78125,135690.84375,92309.578125,80952.796875,377694.5625,107895.03125,104278.4921875,136258.765625,76907.2578125,646753.4375
Q14118,DAG1,DAG1_HUMAN,227749.75,114767.5,154046.765625,87099.8828125,104677.0625,98260.421875,154291.609375,116840.1484375,131555.171875,94701.0859375,147528.125,106257.3984375,165576.546875,132266.1875,73808.4453125,94147.8671875,108700.8984375,89331.8125,238002.28125,200371.234375,96317.890625,89256.8046875,26949.392578125,150739.96875,116620.2109375,139672.546875,66647.9375,115216.375,274325.625,116307.5859375,113543.1328125,194023.828125,106216.5234375,90104.2578125,141411.75,185721.3125,118572.65625,112058.8203125,159331.703125,154545.671875,73208.1875,139224.71875
Q14126,DSG2,DSG2_HUMAN,114967.0,155457.796875,82294.0859375,134473.40625,145987.171875,159080.15625,132033.546875,118220.109375,147211.15625,92169.890625,95597.515625,109404.859375,75512.53125,114954.71875,83934.921875,57086.10546875,81634.125,95788.5078125,154679.78125,146296.765625,60932.8203125,109648.3046875,75778.546875,127083.984375,83594.6171875,81122.4765625,77376.0234375,96734.3359375,94373.8125,95820.9453125,97540.125,93163.546875,101892.3515625,84494.7265625,99593.2421875,128395.328125,74406.765625,91377.40625,78811.953125,171715.609375,121545.65625,131219.4375
Q14314,FGL2,FGL2_HUMAN,,,,20245.060546875,,,,,,,,,,,,,,8401.9462890625,,5308.99951171875,,12285.9267578125,,,,,,,,,,,18232.783203125,,,18889.1328125,,,4744.1591796875,,11160.98046875,
Q14315,FLNC,FLNC_HUMAN,16478.234375,,,,,,11563.5068359375,14275.8935546875,,,,,,,,,,,10400.078125,,,,,12441.2001953125,,11679.3828125,,,,16898.1484375,,,6487.140625,,,8611.7275390625,,,,,,7656.0087890625
Q14515,SPARCL1,SPRL1_HUMAN,16764.31640625,14568.04296875,12323.2353515625,11421.4296875,28901.71484375,12996.337890625,21866.689453125,28646.37109375,13082.125,9262.1796875,16441.25390625,18202.580078125,29283.287109375,10593.158203125,18375.68359375,25576.134765625,11324.3564453125,12430.2060546875,12312.0830078125,17831.3203125,12241.7734375,17739.474609375,12296.9150390625,12538.7958984375,12496.212890625,15898.2900390625,15347.75,13656.291015625,29000.181640625,12453.28515625,15274.287109375,18906.232421875,11949.5751953125,12842.7099609375,14446.427734375,16365.0029296875,11521.8857421875,30666.76953125,23108.873046875,23125.03125,16049.2490234375,23299.1171875
Q14520,HABP2,HABP2_HUMAN,8813992.0,10075533.0,6217249.5,13183527.0,8533841.0,9469592.0,7618169.5,6244381.5,10121999.0,4443554.5,5171935.5,5507705.0,2627641.75,7622748.0,6486378.5,5739423.0,5030731.5,6182743.0,5334402.0,5682757.0,4738632.5,3654790.0,4497411.0,5389183.0,4670551.0,6655272.5,5437563.0,4582142.0,4871131.0,5208690.0,4947967.0,3907101.25,5331173.5,5476185.0,8178510.0,6276280.5,3017273.25,5464042.0,4655568.5,4631215.5,7867074.0,5060131.0
Q14525,KRT33B,KT33B_HUMAN,,,68156.90625,,,123937.8828125,,,,125622.6484375,,3131.42431640625,126258.296875,142551.421875,81370.7265625,37042.81640625,13940.6171875,24448.134765625,,,43837.75,,77490.0546875,,27408.73046875,46939.71875,38661.93359375,130481.8203125,,,,78176.2734375,,,,,99277.015625,15806.75,,9000.7666015625,,24128.130859375
Q14574,DSC3,DSC3_HUMAN,,,158553.796875,,23871.46875,224342.359375,,66203.078125,10943.845703125,326478.875,,66348.0,68316.484375,45297.25390625,,46539.796875,138284.125,39099.484375,68803.7421875,54438.27734375,96736.4296875,61265.8046875,219597.921875,18252.169921875,251218.640625,7246.66650390625,60061.3125,134532.671875,,21052.896484375,40692.76171875,156290.546875,65679.6328125,,12765.029296875,,93745.3203125,,14177.5703125,,,100695.0546875
Q14624,ITIH4,ITIH4_HUMAN,91046432.0,65314408.0,51561944.0,78398752.0,51543132.0,71573272.0,58734372.0,49272228.0,75752664.0,30254072.0,61886064.0,43174356.0,40945768.0,53299340.0,51387724.0,41046508.0,52398136.0,47000220.0,46221940.0,44585640.0,42197864.0,57844328.0,45800116.0,53793156.0,41599392.0,40719744.0,43841528.0,49146624.0,48525228.0,32674118.0,50158264.0,34207556.0,48061168.0,83051832.0,55154208.0,49595088.0,28478220.0,55555272.0,52348728.0,54544296.0,65317868.0,65461880.0
Q14766,LTBP1,LTBP1_HUMAN,,8960.96484375,,,2114.66088867188,,,,,,,3135.67456054688,,,,3387.47485351563,,,7659.85498046875,32298.57421875,10115.1806640625,,,4389.91943359375,31163.58203125,,5107.21435546875,,5650.5810546875,,26408.5859375,,,2633.1337890625,,24560.04296875,,5725.990234375,6286.6396484375,11629.328125,3732.97216796875,6035.61181640625
Q147U7,SMCO1,SMCO1_HUMAN,,50096.3515625,541891.8125,32269.533203125,58826.734375,1195894.5,,291830.15625,,1614764.0,,,201320.8125,163646.046875,51803.56640625,524379.1875,339417.5625,275201.625,97191.2734375,166057.0625,489894.75,296257.875,695266.0,68678.09375,438635.6875,33666.5,359376.21875,434313.03125,48671.2578125,136499.59375,125957.15625,556840.75,164768.203125,,45128.9140625,,205058.1875,,76083.84375,,56138.86328125,40125.3671875
Q14956,GPNMB,GPNMB_HUMAN,45628.02734375,45826.3828125,27947.1484375,38277.8828125,83752.3828125,36147.140625,35847.125,63064.9921875,60227.46875,39330.27734375,36926.5546875,54972.296875,27521.455078125,45095.59375,33440.4921875,29264.2109375,42798.35546875,28617.337890625,34031.6484375,34786.2578125,27937.525390625,30326.15625,29939.841796875,38854.3125,53264.546875,38891.0234375,30908.15234375,26833.216796875,30028.87109375,28126.79296875,35890.86328125,44199.68359375,39717.265625,39249.1796875,40219.703125,27784.0234375,42145.53125,37658.7890625,32774.015625,50616.875,32223.3671875,38234.1171875
Q14CN4,KRT72,K2C72_HUMAN,,,51184.55859375,,,20464.736328125,,,,57439.83984375,,,60312.86328125,33484.7734375,27769.201171875,,14529.640625,20205.0234375,,,12465.0439453125,,34164.390625,,,20468.943359375,24685.0078125,42354.1484375,,,,22654.232421875,6278.00341796875,9682.447265625,,,36547.8515625,,,,,
Q15063,POSTN,POSTN_HUMAN,17802.873046875,101940.5234375,36282.84375,43175.7109375,69301.0625,53979.40234375,43883.99609375,29999.87109375,34408.5625,23288.431640625,26212.9609375,69803.140625,58017.71484375,31189.87890625,28925.125,37353.296875,37983.7578125,40147.5390625,166719.515625,15569.408203125,15574.4375,34256.95703125,30020.865234375,38358.2578125,35017.0,17033.658203125,25786.8359375,26972.16015625,36414.00390625,44171.76171875,30298.814453125,37091.56640625,71840.4765625,45176.15625,28265.642578125,33402.6796875,28812.193359375,33711.328125,27375.38671875,59703.61328125,66787.671875,25404.64453125
Q15113,PCOLCE,PCOC1_HUMAN,562181.375,373440.0625,655442.5,220817.359375,269526.0625,147987.0,405435.84375,340919.75,463504.78125,255501.765625,485606.09375,306706.15625,467263.6875,593632.8125,364739.625,540992.1875,364413.6875,430195.375,583947.75,492695.75,250003.46875,384689.25,267864.96875,482858.34375,253639.9375,573261.5625,320558.9375,279417.625,592703.625,336951.0,277930.09375,555075.0625,601406.0625,282329.28125,851251.4375,609465.25,358753.40625,822975.75,412168.625,569857.5625,344256.5625,490310.1875
Q15166,PON3,PON3_HUMAN,148400.046875,79818.7421875,48388.6875,28777.84765625,111017.1640625,37357.3203125,161229.984375,80496.5703125,128029.390625,66275.2890625,50421.24609375,124516.921875,86165.7265625,76650.78125,68680.21875,62618.79296875,75394.6640625,17312.05859375,97165.203125,101376.71875,38345.26171875,81566.96875,65676.9296875,73777.8203125,80922.765625,71107.1640625,66084.9140625,91108.03125,64828.359375,84087.765625,86004.1953125,19189.302734375,78277.765625,116271.21875,55985.21484375,102226.1640625,33741.1328125,95284.9609375,81505.359375,81698.25,30521.263671875,70224.8046875
Q15262,PTPRK,PTPRK_HUMAN,,,,12860.2470703125,,,,,,,,,,,11200.734375,7591.79443359375,,7349.60205078125,,,,,,9207.2861328125,,,12788.0,,,,,,,17786.443359375,16782.8046875,,,,14668.123046875,,10160.419921875,
Q15323,KRT31,K1H1_HUMAN,555581.3125,255444.765625,216540.6875,518549.53125,187743.15625,225391.90625,676117.25,231550.046875,291449.90625,246216.96875,268641.4375,258532.984375,424128.75,342836.875,226763.359375,242310.734375,218757.796875,216799.25,461036.0,365596.0625,167172.828125,171331.0,215162.109375,397814.3125,230827.28125,201256.671875,236971.875,258984.5,349778.59375,398824.21875,226490.578125,283466.75,299755.40625,233673.015625,501027.3125,893742.375,340046.375,282392.6875,225373.390625,256744.71875,266083.28125,208445.78125
Q15404,RSU1,RSU1_HUMAN,,301313.1875,,49511.0234375,,,,,,,54373.58984375,46218.4453125,,,21381.326171875,,71000.0859375,,,14257.5771484375,40748.33984375,,11848.732421875,,14270.9736328125,86867.3671875,73388.8203125,18958.5625,13718.2314453125,13283.0498046875,,10191.4326171875,,109370.65625,23238.9453125,,,55174.36328125,39934.66796875,,18086.078125,
Q15517,CDSN,CDSN_HUMAN,83549.265625,92861.8515625,722369.5625,68048.828125,140458.609375,1082635.375,,357021.34375,126935.2578125,1598471.125,59046.13671875,224249.5625,297039.40625,286668.28125,120412.859375,565475.625,520436.71875,468931.8125,199305.65625,248293.828125,485869.15625,593148.9375,1070898.5,204256.84375,810985.0625,143962.125,611077.0625,713081.3125,84330.8203125,163912.8125,237436.53125,787935.1875,254511.015625,87444.2890625,111070.078125,70021.1328125,444343.375,120390.34375,96517.8359375,52948.5546875,70167.6640625,329554.59375
Q15582,TGFBI,BGH3_HUMAN,280978.96875,300273.75,222453.09375,479113.96875,270492.78125,392083.96875,279698.15625,282434.90625,447048.5,132772.796875,230079.40625,164079.359375,217253.640625,271737.1875,124099.2421875,201343.265625,170447.703125,194090.859375,435623.9375,256144.671875,190218.984375,141674.53125,111365.609375,118268.078125,226965.46875,328744.3125,141448.765625,129013.6796875,232783.140625,317967.34375,293495.375,124681.6171875,327597.375,263572.5625,196300.125,228995.90625,285844.15625,190069.625,230213.734375,244677.90625,193334.390625,200554.953125
Q15828,CST6,CYTM_HUMAN,95835.6953125,100237.1640625,117817.65625,40916.88671875,159155.484375,152617.15625,95432.6796875,142735.03125,66068.2890625,153051.25,138112.078125,90541.828125,116141.1484375,103396.3515625,33206.2421875,61842.71484375,133034.671875,79673.7578125,165987.4375,144799.75,57872.64453125,85422.6484375,32701.833984375,96309.234375,143291.78125,75641.796875,74553.3828125,109404.921875,121252.640625,74479.78125,94663.0390625,144106.28125,80188.1171875,59042.1875,82107.65625,74682.40625,128945.0,54768.4609375,30258.466796875,83361.0703125,22998.189453125,70454.3125
Q15848,ADIPOQ,ADIPO_HUMAN,679265.75,932258.3125,348397.59375,581403.5,1390831.0,576424.625,469862.78125,1621112.75,596005.1875,345998.9375,277214.0,509687.84375,2321170.0,521770.15625,344852.09375,283506.71875,330023.15625,761963.6875,745431.4375,802642.0,217161.140625,1011439.0625,272214.21875,457527.625,835507.0,269177.375,245777.828125,736563.6875,272188.96875,1162333.0,1071821.75,444791.125,1261363.75,253299.015625,415914.5,478037.28125,522047.75,1096159.375,573022.875,905883.25,1126535.75,1255230.0
Q16270,IGFBP7,IBP7_HUMAN,50184.8046875,32766.41796875,32910.56640625,20223.095703125,39554.46875,24244.240234375,41586.52734375,42356.703125,38682.24609375,29174.888671875,52333.6171875,28739.314453125,47454.02734375,44106.46484375,39139.7734375,40311.41796875,31936.220703125,38813.203125,47466.7890625,43622.671875,14465.955078125,38178.9296875,27620.8984375,44732.6328125,39510.51953125,56603.828125,39992.40234375,37604.9921875,68849.734375,26268.25,42876.73828125,47551.4375,46260.109375,37831.09765625,42797.7265625,55118.1015625,35562.63671875,51768.671875,36908.1015625,68952.609375,31915.388671875,51652.7109375
Q16610,ECM1,ECM1_HUMAN,3545604.5,3827549.25,2647932.5,2806518.25,3021109.5,2523113.5,3037393.0,2735077.75,7504083.5,2128426.75,3055771.75,2228279.5,2157127.0,1971758.25,1429416.875,1504755.25,2210461.0,1169435.5,1986789.75,2277308.0,1920557.75,1504663.75,1020322.25,2896536.5,2197075.5,1595779.625,1666542.0,1893196.0,1593975.375,1431720.25,3133129.5,1218413.625,1540339.5,1252777.375,2320204.75,1593365.75,1807411.125,2168286.0,1244925.5,2317966.0,2022450.375,1874716.5
Q16627,CCL14,CCL14_HUMAN,15938.84375,16827.46484375,21558.99609375,10222.390625,13153.1875,10699.474609375,18084.662109375,17776.962890625,22720.6953125,11682.048828125,14390.634765625,35522.05859375,18303.751953125,31727.1640625,11736.8623046875,10082.884765625,9369.369140625,10666.861328125,14311.9130859375,27594.3828125,12326.5634765625,20093.646484375,7908.8076171875,14941.1376953125,17293.029296875,53298.96484375,9675.05078125,16981.619140625,41142.55859375,,7596.779296875,14954.9775390625,15006.359375,35711.10546875,9668.9423828125,10200.365234375,12895.9326171875,35859.28515625,15386.1064453125,50063.3046875,8336.9453125,34089.953125
Q16706,MAN2A1,MA2A1_HUMAN,47303.4296875,44801.015625,24513.35546875,50062.3046875,67288.2890625,37248.3359375,36099.81640625,19067.720703125,26912.134765625,24624.546875,23032.361328125,23557.826171875,23777.322265625,19401.09765625,15415.6767578125,13100.6123046875,9257.8203125,13835.658203125,32084.35546875,30992.7734375,11580.515625,5937.93310546875,16497.7734375,14744.357421875,12685.5263671875,19566.359375,7849.80908203125,12672.32421875,25395.884765625,39178.859375,24716.880859375,10666.80078125,23534.603515625,30878.802734375,41553.67578125,53839.01171875,15590.853515625,39433.94140625,12800.46484375,56764.01953125,21335.1875,36705.19140625
Q16853,AOC3,AOC3_HUMAN,190626.59375,227529.890625,201083.1875,227803.0625,185661.84375,93295.765625,221725.234375,181890.265625,222979.296875,68350.234375,83604.421875,188011.671875,221922.875,186200.203125,147222.25,127517.9140625,173373.84375,132452.21875,204047.15625,195317.5625,111353.0234375,156271.46875,119028.546875,235790.046875,149332.125,113376.2265625,127802.34375,154577.171875,161527.421875,215617.171875,199507.28125,294187.65625,229521.140625,172640.84375,272971.5,230606.15625,137488.203125,197026.21875,131270.859375,178814.5,158270.734375,131731.0625
Q3ZCW2,LGALSL,LEGL_HUMAN,12744.6767578125,67571.796875,23994.296875,11998.6630859375,4125.69384765625,31202.943359375,7804.39453125,18545.10546875,,39241.91015625,15916.0439453125,13519.9619140625,,8936.3564453125,7443.939453125,14437.1845703125,22336.505859375,9914.568359375,8734.513671875,7679.6259765625,14294.041015625,11378.2080078125,16336.919921875,5461.0869140625,32168.30859375,18000.48046875,25234.125,18878.142578125,,2987.87548828125,7998.6640625,26216.787109375,8354.0166015625,26238.0625,8973.8818359375,5327.9384765625,15197.9150390625,18439.21875,13372.498046875,9172.48828125,6762.02978515625,21942.22265625
Q4LDE5,SVEP1,SVEP1_HUMAN,,,,,,4095.89868164063,,8391.658203125,,,,2643.95727539063,7098.916015625,,,,,,,6476.5712890625,2638.4501953125,,,,2595.13598632813,3320.19702148438,,,,,,5771.228515625,23836.955078125,,14396.2841796875,6305.14111328125,,4990.89990234375,,15686.6748046875,,19056.181640625
Q53RT3,ASPRV1,APRV1_HUMAN,,,185879.375,,,127108.453125,,65785.5859375,,276828.5,,104283.0859375,85593.1796875,,,146931.53125,192305.703125,140169.25,,38587.375,58161.34765625,118764.1640625,80257.6953125,75674.984375,241084.953125,,75323.1015625,78428.2421875,,,,262026.78125,134539.0625,,,,,,,,,260783.3125
Q562R1,ACTBL2,ACTBL_HUMAN,1323397.75,7867117.5,579783.1875,1197598.875,,795578.125,864359.125,1196763.125,628137.25,772312.5625,1353566.125,2920349.0,514606.71875,614685.8125,548480.0,,2049120.75,613222.6875,687598.625,706270.8125,1117812.375,285237.3125,539897.9375,,1983230.5,1831734.375,1617450.25,542499.125,,286507.0625,553203.625,667135.1875,368908.09375,3500736.25,631140.75,706262.1875,830487.0625,1870771.375,879900.375,857157.625,732095.4375,1633660.25
Q5D862,FLG2,FILA2_HUMAN,45045.56640625,83438.7734375,808116.625,33364.234375,153223.671875,1675641.5,53183.58203125,346665.125,115975.53125,1985138.0,41011.3046875,258113.953125,243306.671875,179589.90625,75292.5625,477671.84375,404821.09375,352411.0625,182805.84375,165093.640625,485814.375,405938.1875,689905.125,167740.171875,700379.0625,130501.640625,343851.0,448744.46875,72645.3515625,161025.28125,155564.921875,648753.5625,289765.96875,69250.140625,54206.27734375,36073.1484375,602573.8125,71059.7890625,61204.828125,42235.75390625,77447.2265625,130045.5234375
Q5HYC2,KIAA2026,K2026_HUMAN,,,7392.740234375,,,24533.44140625,,,,26901.904296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T5C0,STXBP5,STXB5_HUMAN,16142502.0,29609972.0,13650460.0,8862135.0,11909297.0,9909293.0,13967023.0,7656548.0,7962287.5,7383904.0,18328266.0,29693158.0,41286996.0,64166368.0,33073710.0,24646802.0,25969126.0,46140640.0,25860604.0,26868892.0,26669662.0,29269670.0,19964292.0,18649174.0,14935254.0,16569833.0,29370086.0,11389957.0,19946500.0,46288256.0,36177852.0,10434850.0,9227347.0,41941916.0,22634674.0,27490030.0,32464350.0,21037218.0,24880796.0,36071832.0,56669104.0,16903936.0
Q5T749,KPRP,KPRP_HUMAN,77483.3125,122697.390625,1473060.75,99661.8046875,180771.84375,3185943.5,66779.078125,727782.8125,157845.3125,3996418.5,36303.984375,343310.8125,491215.875,436690.6875,134993.078125,1037155.9375,760507.4375,663256.25,337762.3125,393930.96875,1166940.5,852277.1875,1601104.875,337328.28125,1366672.5,225462.5,893499.8125,997337.375,149705.9375,355907.9375,342016.03125,1314092.625,471295.8125,70855.8984375,124183.65625,48278.671875,924838.0,128854.3203125,124260.828125,61621.46875,133584.828125,251457.515625
Q5T750,XP32,XP32_HUMAN,48196.7734375,39940.81640625,353822.5625,11136.0068359375,62864.41015625,874942.875,25371.251953125,152712.5625,49172.36328125,841734.8125,42077.78125,74565.1484375,68992.140625,84434.390625,24070.5859375,120823.1953125,118022.5703125,100233.640625,80212.5,87683.0078125,182085.15625,132505.6875,262042.84375,66295.203125,263966.3125,67662.390625,130658.3046875,158110.4375,43177.4453125,70214.859375,59569.33984375,188295.625,98459.6171875,25893.55859375,21870.79296875,,191793.015625,27701.685546875,19668.548828125,37218.7890625,24722.1953125,26154.521484375
Q5T9A4,ATAD3B,ATD3B_HUMAN,3468935.5,3066429.25,2638406.75,2655780.0,5723260.5,2149772.25,3338256.75,1519053.625,3462729.5,1411236.875,2747507.75,2174264.25,5452617.5,2007989.375,4100293.0,3648671.0,1693453.125,3847425.25,4124292.5,6809025.0,3319409.5,1564931.75,1370457.875,3359775.75,3247291.25,5097428.0,3693057.5,4393201.5,6056130.5,2644632.25,2824491.5,2477544.0,1636423.75,2866726.25,2095841.0,1423197.0,1529568.25,2217515.75,1870125.625,1424785.5,625354.8125,522668.5
Q5VY43,PEAR1,PEAR1_HUMAN,16617.666015625,14024.88671875,9672.283203125,6422.0,15936.2001953125,11061.5400390625,15147.736328125,14691.0068359375,16463.736328125,9206.7109375,13311.986328125,13287.826171875,11211.8984375,10210.5517578125,10966.2529296875,9236.8017578125,7149.94287109375,8907.9501953125,19018.2890625,14432.166015625,5277.32763671875,11715.8974609375,,12928.0654296875,12140.728515625,17581.71484375,10572.580078125,10582.4716796875,14642.5166015625,11981.7666015625,12899.8349609375,8442.27734375,11939.90625,14711.4130859375,11506.955078125,11323.7548828125,8544.990234375,13072.146484375,16304.046875,19271.1328125,14893.2763671875,13758.470703125
Q6E0U4,DMKN,DMKN_HUMAN,,19898.671875,24688.34375,18893.9765625,25093.046875,,,8978.2275390625,10585.62109375,47401.9765625,15424.0810546875,29571.970703125,25488.892578125,,17150.74609375,34673.890625,35881.2890625,22631.396484375,,15022.3349609375,11855.40625,29371.1015625,27589.23828125,22795.107421875,42346.36328125,1.0,15417.994140625,24217.12109375,25631.662109375,,16246.650390625,49668.84375,,,15101.439453125,4206.0517578125,12606.4345703125,17957.96484375,10275.33203125,,13562.3828125,
Q6EMK4,VASN,VASN_HUMAN,994164.875,776046.3125,615974.375,441773.46875,646934.5,425372.96875,794338.4375,642164.4375,868127.4375,467102.375,604387.75,747756.8125,610973.8125,880320.9375,404176.96875,445734.5625,597590.875,705639.6875,1031753.125,892747.0,485737.40625,490875.03125,372609.375,634637.625,549763.5,733941.0,381224.3125,517184.46875,855679.375,607674.9375,593965.5,718287.0625,624439.875,488664.75,730648.875,1141853.5,566023.375,602276.125,508201.9375,681396.6875,485661.3125,693143.875
Q6GTS8,PM20D1,P20D1_HUMAN,,21882.962890625,49315.06640625,,,,,49832.7109375,,,,,12799.4130859375,,,,17069.583984375,,14425.6708984375,,,,,,17288.458984375,,,,,,,47925.61328125,,,,,,,,30034.228515625,,
Q6KB66,KRT80,K2C80_HUMAN,,12322.15625,147891.03125,,14799.1943359375,290456.21875,,58154.77734375,8749.080078125,370990.0625,148098.515625,55176.4140625,39754.7578125,45701.98046875,140788.515625,88659.6171875,89430.7890625,67567.015625,57309.984375,51376.26171875,114240.65625,151248.25,169752.03125,19599.203125,153148.90625,23603.84765625,80252.90625,100313.4296875,88577.2578125,38953.5703125,15984.369140625,117289.7578125,49089.515625,11780.28515625,285396.65625,,86933.7734375,6251.73193359375,86969.578125,,6911.37109375,49094.1796875
Q6NUJ1,PSAPL1,SAPL1_HUMAN,,,90411.59375,,22125.09375,182449.734375,10520.1806640625,36339.84765625,,160529.65625,,31983.8046875,,23257.36328125,,34685.9609375,51918.3515625,43536.58984375,12022.0986328125,8350.4208984375,39621.53515625,48619.19921875,51669.5390625,23899.703125,98896.65625,11676.77734375,34747.15625,35993.3671875,,27800.72265625,,47033.13671875,36498.17578125,10297.73828125,,6729.46435546875,59656.27734375,,,,7751.90576171875,9436.75390625
